Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,7,System administrator,"10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Manufacturing, Transportation, or Supply Chain",162000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,18,"Developer, back-end",20 to 99 employees,United States of America,1,1,0,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",170000.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1
18-24 years old,"Employed, full-time",In-person,"Associate degree (A.A., A.S., etc.)",1,3,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",60000.0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,100000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0
45-54 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",0,26,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,People manager,Healthcare,168000.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,19,"Developer, back-end",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,125000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,12,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,130000.0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,22,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,15,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,1,1,0,1,1,1,Individual contributor,Healthcare,200000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,17,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,1,1,0,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,3,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,66950.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,25,Security professional,"10,000 or more employees",United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",225000.0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,30,"Developer, mobile","1,000 to 4,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",350000.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, front-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Advertising Services,450000.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Legal Services,130000.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,2,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",100000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, front-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,135000.0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,33,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,Financial Services,215000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,7,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,Financial Services,130000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,15,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",90000.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,250000.0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,12,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",120000.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",0,32,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",200000.0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,25,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,1,1,1,1,1,0,People manager,Retail and Consumer Services,200000.0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,23,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",160000.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,11,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",90000.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,13,"Engineer, data",500 to 999 employees,United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",216000.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, full-stack",500 to 999 employees,United States of America,1,0,1,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",152000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,28,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,135000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,7,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",240000.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,18,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,Healthcare,230000.0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,6,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,0,1,0,Individual contributor,Financial Services,112140.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time",In-person,"Associate degree (A.A., A.S., etc.)",0,14,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,0,Individual contributor,Retail and Consumer Services,150000.0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,3,"Engineer, site reliability","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Financial Services,140000.0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
18-24 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,1,"Developer, full-stack",100 to 499 employees,United States of America,0,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",91000.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Insurance,132000.0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,24,DevOps specialist,"10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,18,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,0,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",90000.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,20,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,185000.0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Less than 1 year,"Developer, front-end",20 to 99 employees,United States of America,1,1,1,0,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",75000.0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",0,8,Cloud infrastructure engineer,"10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Insurance,170000.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,24,Data or business analyst,"10,000 or more employees",United States of America,0,0,0,0,1,0,Individual contributor,Financial Services,125000.0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,1,"Developer, back-end",10 to 19 employees,United States of America,1,1,0,1,1,1,Individual contributor,Financial Services,200000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,7,"Developer, front-end",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,98000.0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,0,1,1,Individual contributor,Financial Services,100000.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
65 years or older,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,42,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",180000.0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,6,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,75000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",186000.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,14,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",225000.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,16,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",145000.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Healthcare,162000.0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,25,Research & Development role,20 to 99 employees,United States of America,0,0,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",160000.0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,15,"Developer, back-end",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",180000.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,15,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, back-end",100 to 499 employees,United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",265720.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
25-34 years old,"Employed, full-time",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0,3,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",102000.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,11,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",366500.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,19,Engineering manager,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,People manager,Financial Services,255000.0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
